name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace
R. Holding CB,26,77,78,"Arsenal
2016 ~ 2024",228295,"189cm / 6'2""",75kg / 165lbs,Right,78,CB,1,€11M,€65K,€21.7M,256,50,30,74,75,27,262,64,33,30,66,69,302,55,54,54,78,61,290,48,76,61,78,27,288,75,78,40,57,38,74,236,77,81,78,62,14,11,10,14,13,1696,366,1,54,34,61,66,78
T. Chalobah CB RB CDM,22,76,81,"Chelsea
2016 ~ 2026",230918,"191cm / 6'3""",84kg / 185lbs,Right,78,CB,5,€10.5M,€64K,€20.7M,284,53,44,72,75,40,303,69,49,43,70,72,309,62,66,51,75,55,315,55,61,67,82,50,306,74,77,49,64,42,68,230,76,78,76,35,5,5,9,9,7,1782,396,1,64,47,65,68,76
A. Ounas RM ST,25,74,75,"Lille
2022 ~ 2024",231242,"172cm / 5'8""",65kg / 143lbs,Left,74,RM,1,€5M,€26K,€9.9M,320,68,64,51,72,65,364,80,72,69,65,78,402,86,80,89,66,81,321,68,61,71,53,68,324,77,47,68,72,60,65,129,28,54,47,41,8,6,8,7,12,1901,405,1,83,66,70,79,44
L. Martínez ST,24,85,88,"Inter
2018 ~ 2026",231478,"174cm / 5'9""",72kg / 159lbs,Right,87,ST,3,€74.5M,€100K,€132.2M,394,58,87,84,75,90,375,84,78,54,73,86,427,86,80,86,86,89,409,80,89,80,84,76,374,90,45,87,78,74,86,130,55,31,44,48,11,8,8,8,13,2157,454,3,83,83,71,85,48
Richarlison ST LW,25,81,84,"Tottenham Hotspur
2022 ~ 2027",231943,"184cm / 6'0""",71kg / 157lbs,Right,84,ST,3,€34.5M,€105K,€68.1M,391,73,81,82,77,78,366,84,74,65,61,82,389,81,77,82,80,69,396,83,86,79,76,72,362,84,46,81,74,77,82,149,43,58,48,51,12,7,8,11,13,2104,444,3,79,79,72,82,53
J. Harrison LM RM LW,25,76,77,"Leeds United
2021 ~ 2024",232080,"175cm / 5'9""",70kg / 154lbs,Left,76,LM,1,€9M,€36K,€17.8M,325,76,69,45,73,62,337,80,70,56,54,77,396,82,78,81,74,81,357,78,63,84,64,68,322,65,44,74,75,64,73,147,60,43,44,46,11,8,10,6,11,1930,417,1,80,70,70,79,49
R. Doan RM CAM,24,78,82,"SC Freiburg
2022 ~ 2024",232639,"172cm / 5'8""",70kg / 154lbs,Left,80,CAM,4,€20M,€27K,€35.5M,324,72,70,45,78,59,372,82,74,67,68,81,421,84,82,86,76,93,321,76,34,77,59,75,293,41,44,72,78,58,74,117,39,36,42,46,8,5,6,13,14,1894,410,1,83,71,75,82,40
X. Schlager CDM CM,24,81,84,"RB Leipzig
2022 ~ 2026",233195,"174cm / 5'9""",78kg / 172lbs,Left,82,CDM,3,€32M,€49K,€56.8M,309,59,66,44,80,60,369,78,73,60,80,78,385,74,75,78,81,77,385,78,66,85,80,76,377,85,83,75,78,56,74,227,77,77,73,41,6,8,8,12,7,2093,454,2,75,70,74,78,75
D. Henderson GK,25,79,82,"Nottingham Forest
Jun 30, 2023 On loan",233306,"188cm / 6'2""",85kg / 187lbs,Right,79,GK,3,€18M,€76K,€0,86,14,9,13,45,5,119,13,13,10,48,35,305,55,56,61,77,56,228,58,68,32,64,6,125,35,11,8,55,16,60,43,15,14,14,392,80,78,77,75,82,1298,447,2,80,78,77,82,55
Carlos Soler CM,25,81,84,"Paris Saint Germain
2022 ~ 2027",234153,"180cm / 5'11""",76kg / 168lbs,Right,83,CM,3,€34M,€85K,€65.5M,360,77,78,56,83,66,408,80,80,84,83,81,384,78,78,76,79,73,364,77,58,82,71,76,384,65,74,78,82,85,76,212,67,77,68,51,6,14,7,13,11,2163,458,2,78,77,82,79,70
Y. Wissa LW ST,25,76,76,"Brentford
2021 ~ 2026",234824,"176cm / 5'9""",74kg / 163lbs,Right,76,LW,0,€8.5M,€46K,€16.2M,345,71,76,58,70,70,323,78,56,53,60,76,397,83,87,82,70,75,369,75,76,76,68,74,311,66,31,75,68,71,73,66,25,23,18,50,14,7,6,8,15,1861,402,1,85,75,67,77,28
G. Kobel GK,24,86,89,"Borussia Dortmund
2021 ~ 2026",235073,"195cm / 6'5""",88kg / 194lbs,Right,86,GK,3,€72.5M,€52K,€128.7M,85,13,10,13,39,10,116,24,13,12,33,34,240,38,52,37,84,29,247,56,70,30,81,10,119,24,14,10,59,12,66,45,15,15,15,414,86,84,74,82,88,1266,458,2,86,84,74,88,44
Santi Comesaña CDM,25,75,80,"Rayo Vallecano
2016 ~ 2023",235781,"184cm / 6'0""",75kg / 165lbs,Right,76,CDM,5,€7.5M,€17K,€16.3M,310,49,69,66,77,49,321,70,48,55,73,75,305,61,55,62,72,55,357,70,61,76,76,74,318,64,70,63,71,50,73,224,76,76,72,45,8,11,11,6,9,1880,409,1,58,68,67,70,73
R. Sessegnon LWB LB,22,76,82,"Tottenham Hotspur
2019 ~ 2025",235883,"178cm / 5'10""",70kg / 154lbs,Left,78,LM,6,€11.5M,€55K,€24.2M,328,76,66,55,76,55,325,77,74,31,65,78,390,81,79,79,73,78,323,67,66,75,60,55,351,67,71,77,75,61,76,211,73,73,65,39,6,11,7,8,7,1967,428,1,80,64,72,77,70
Fran Beltrán CDM CM,23,79,84,"Celta de Vigo
2018 ~ 2026",235997,"165cm / 5'5""",64kg / 141lbs,Right,80,CDM,5,€24.5M,€22K,€53.3M,324,72,53,60,84,55,346,78,54,55,82,77,349,62,57,77,75,78,308,61,57,67,63,60,337,68,78,63,79,49,66,238,77,81,80,55,14,11,8,13,9,1957,411,1,59,56,77,77,77
M. Aebischer CM RM,25,74,77,"Bologna
2022 ~ 2026",236898,"183cm / 6'0""",76kg / 168lbs,Right,76,CM,3,€5.5M,€26K,€9.8M,322,68,66,62,78,48,359,75,67,65,76,76,360,73,69,75,71,72,360,68,68,83,72,69,327,65,69,68,74,51,70,190,65,64,61,58,10,9,15,9,15,1976,423,1,71,65,74,75,65
K. Dewsbury-Hall CM CDM,23,77,81,"Leicester City
2016 ~ 2024",237386,"180cm / 5'11""",70kg / 154lbs,Left,79,CM,4,€15M,€62K,€29.6M,340,69,60,63,80,68,369,76,70,68,77,78,355,69,65,69,80,72,366,71,68,85,72,70,356,71,70,76,77,62,76,201,69,68,64,53,12,15,9,10,7,2040,428,1,67,66,76,76,68
I. Konaté CB,23,81,88,"Liverpool
2021 ~ 2026",237678,"194cm / 6'4""",95kg / 209lbs,Right,83,CB,7,€48M,€90K,€98.4M,249,38,29,79,75,28,264,67,32,27,69,69,342,68,85,60,75,54,306,45,75,65,90,31,293,82,82,37,51,41,74,244,80,85,79,49,9,7,9,9,15,1747,398,2,77,34,57,67,82
E. Dennis ST LW RW,24,75,79,"Nottingham Forest
2022 ~ 2026",239015,"175cm / 5'9""",66kg / 146lbs,Right,77,ST,4,€8M,€50K,€15.8M,352,67,76,75,65,69,331,75,62,62,58,74,414,84,85,89,76,80,377,81,90,68,70,68,263,68,13,72,54,56,69,110,38,45,27,55,13,7,11,11,13,1902,405,1,85,74,62,76,38
J. Moder CM CDM LM,23,74,80,"Brighton & Hove Albion
2020 ~ 2025",239778,"188cm / 6'2""",78kg / 172lbs,Right,76,CM,6,€6.5M,€43K,€13.7M,326,70,66,60,77,53,361,72,70,71,73,75,341,69,68,67,74,63,374,82,66,76,76,74,351,70,69,71,74,67,74,206,68,73,65,62,15,14,14,13,6,2021,427,1,68,70,74,72,69
B. Soumaré CDM CM,23,76,79,"Leicester City
2021 ~ 2026",239817,"188cm / 6'2""",82kg / 181lbs,Right,77,CM,3,€9.5M,€52K,€18.8M,310,65,51,63,78,53,348,75,65,53,77,78,342,66,69,62,76,69,353,64,76,72,83,58,346,76,73,68,77,52,77,213,71,73,69,45,11,6,13,5,10,1957,421,1,68,56,73,74,71
M. Boadu ST,21,74,82,"Monaco
2021 ~ 2026",239956,"181cm / 5'11""",67kg / 148lbs,Right,76,ST,8,€9.5M,€32K,€20M,328,52,75,61,68,72,322,74,62,59,54,73,412,90,87,84,77,74,363,77,83,69,67,67,281,47,23,79,66,66,73,69,29,22,18,55,9,15,14,6,11,1830,390,1,88,73,62,75,28
A. Papadopoulos CB CDM,22,66,73,"Borussia Dortmund
2021 ~ 2024",240008,"185cm / 6'1""",83kg / 183lbs,Right,68,CB,7,€1.6M,€9K,€3M,189,28,22,51,59,29,208,53,23,30,44,58,321,63,67,64,64,63,308,33,90,76,82,27,270,82,64,37,52,35,59,193,65,65,63,49,8,11,7,13,10,1538,339,1,65,27,46,57,63
C. Kelleher GK,23,73,80,"Liverpool
2017 ~ 2026",240913,"188cm / 6'2""",74kg / 163lbs,Right,73,GK,7,€5M,€40K,€10.3M,79,13,6,13,38,9,103,18,12,11,40,22,245,45,39,44,69,48,211,56,68,19,60,8,109,21,12,4,42,30,63,42,18,10,14,363,72,71,74,70,76,1152,406,1,72,71,74,76,43
T. Weah RM LB RB,22,75,82,"Lille
2019 ~ 2024",241496,"182cm / 6'0""",66kg / 146lbs,Right,76,ST,7,€11.5M,€25K,€24.2M,348,67,72,67,71,71,331,76,64,53,63,75,405,85,87,86,74,73,353,73,68,74,69,69,334,64,64,74,72,60,70,185,61,64,60,57,7,9,12,15,14,2013,433,2,86,71,68,76,63
Riqui Puig CM CAM,22,75,83,"LA Galaxy
2022 ~ 2025",242816,"169cm / 5'7""",56kg / 123lbs,Right,77,CAM,8,€12.5M,€8K,€21.3M,308,60,63,49,80,56,354,80,66,51,77,80,371,68,63,82,73,85,294,66,55,72,33,68,325,65,61,64,80,55,77,171,53,65,53,62,12,15,14,12,9,1885,390,1,65,64,73,80,58
J. Clarke LM LWB,21,73,83,"Sunderland
2022 ~ 2026",242908,"181cm / 5'11""",74kg / 163lbs,Right,74,RM,10,€7M,€12K,€14.7M,313,70,72,48,67,56,329,75,65,58,59,72,402,84,82,84,74,78,311,66,61,68,51,65,291,53,39,71,68,60,64,114,46,35,33,44,9,10,9,6,10,1804,388,1,83,68,66,75,40
A. Laurienté LW RW ST,23,77,81,"Sassuolo
2022 ~ 2027",243593,"177cm / 5'10""",79kg / 174lbs,Right,78,CAM,4,€15M,€31K,€26.6M,343,76,74,45,73,75,392,82,81,85,65,79,392,77,80,74,73,88,323,81,55,72,33,82,279,47,27,75,74,56,70,111,28,40,43,63,13,13,8,14,15,1903,391,1,79,76,74,80,35
J. Burkardt ST CF RW,21,75,83,"FSV Mainz 05
2018 ~ 2024",244257,"181cm / 5'11""",79kg / 174lbs,Right,77,ST,8,€12.5M,€21K,€23.8M,348,62,76,66,74,70,321,81,60,44,60,76,387,82,78,76,75,76,370,76,75,77,75,67,326,70,40,76,71,69,68,116,45,38,33,52,14,9,9,6,14,1920,417,1,80,74,67,78,43
B. Dia ST LW CF,25,79,82,"Salernitana
Jun 30, 2023 On loan",246242,"180cm / 5'11""",75kg / 165lbs,Right,81,ST,3,€23.5M,€39K,€0,352,50,82,75,74,71,315,78,56,49,54,78,385,79,86,74,76,70,380,79,76,73,83,69,311,62,23,80,65,81,75,59,28,17,14,60,11,10,15,14,10,1862,403,1,83,78,62,77,27
L. Traoré ST,21,74,84,"Shakhtar Donetsk
2021 ~ 2026",246728,"182cm / 6'0""",90kg / 198lbs,Right,76,ST,10,€9.5M,€750,€22.8M,322,47,75,76,67,57,282,69,56,44,43,70,361,76,79,69,69,68,386,80,84,73,85,64,292,57,32,74,64,65,70,69,22,22,25,58,9,12,14,13,10,1770,382,1,78,72,57,69,30
T. Čvančara ST RW,21,74,79,"Sparta Praha
2022 ~ 2026",246919,"190cm / 6'3""",82kg / 181lbs,Right,76,ST,5,€6.5M,€850,€14.8M,345,56,74,76,68,71,307,71,62,53,48,73,343,72,75,66,72,58,344,68,61,68,83,64,303,72,17,79,63,72,68,60,21,20,19,58,10,15,12,8,13,1760,377,1,74,71,61,70,25
André Almeida CM CAM CDM,22,76,85,"Valencia
2022 ~ 2028",247729,"176cm / 5'9""",70kg / 154lbs,Right,78,CM,9,€17M,€27K,€39.1M,303,68,55,46,78,56,380,80,71,74,77,78,383,76,72,78,78,79,351,77,64,82,59,69,347,67,76,69,77,58,79,190,65,68,57,40,6,9,12,8,5,1994,423,1,74,63,75,79,65
J. Greaves CB LB,21,71,81,"Hull City
2017 ~ 2026",248602,"194cm / 6'4""",87kg / 192lbs,Left,73,CB,10,€3.9M,€8K,€8.2M,247,57,25,69,67,29,273,60,57,28,64,64,319,65,74,57,68,55,319,55,74,74,78,38,281,70,71,51,55,34,62,212,68,73,71,52,11,9,13,11,8,1703,373,1,70,36,60,61,71
J. Medić CB CDM CM,23,70,76,"St. Pauli
2021 ~ 2024",251288,"193cm / 6'4""",91kg / 201lbs,Right,72,CB,6,€2.3M,€8K,€4.1M,276,53,50,68,65,40,246,55,39,27,62,63,309,62,69,57,68,53,319,53,61,78,87,40,292,75,65,57,61,34,72,210,68,72,70,52,7,15,14,6,10,1704,381,1,66,48,58,59,69
R. Zalazar CM CAM,22,73,80,"Schalke 04
2022 ~ 2026",251377,"178cm / 5'10""",78kg / 172lbs,Right,76,CAM,7,€6M,€17K,€12M,310,64,64,54,73,55,358,79,65,67,72,75,402,79,78,85,75,85,358,77,64,84,58,75,348,84,61,68,71,64,63,189,62,65,62,40,7,7,9,5,12,2005,427,1,78,69,70,78,62
T. Coulibaly RM LM CF,21,69,76,"VfB Stuttgart
2019 ~ 2023",251401,"178cm / 5'10""",75kg / 165lbs,Left,70,LM,7,€2.8M,€9K,€5.6M,296,66,68,38,65,59,308,78,68,41,47,74,377,81,77,85,50,84,273,61,53,63,60,36,295,63,38,66,66,62,56,127,48,42,37,45,8,12,5,6,14,1721,378,1,79,59,62,75,42
Renan Lodi LB LWB LM,24,79,82,"Nottingham Forest
Jun 30, 2023 On loan",251573,"173cm / 5'8""",68kg / 150lbs,Left,79,LB,3,€22M,€43K,€0,348,79,65,70,75,59,367,77,81,57,75,77,405,82,81,84,76,82,371,76,78,82,67,68,352,77,74,74,72,55,76,228,73,76,79,55,12,7,11,10,15,2126,448,1,81,67,75,78,74
David Carmo CB,22,76,82,"Porto
2022 ~ 2027",251616,"196cm / 6'5""",89kg / 196lbs,Left,78,CB,6,€11M,€11K,€24.2M,224,31,23,74,68,28,232,45,33,25,67,62,247,53,54,35,73,32,257,43,36,63,92,23,268,77,78,22,53,38,70,235,80,79,76,55,10,7,9,14,15,1518,344,1,54,28,54,51,78
M. van Ewijk RB,21,74,82,"SC Heerenveen
2021 ~ 2025",251626,"175cm / 5'9""",70kg / 154lbs,Right,74,RB,8,€9M,€6K,€15.3M,295,69,52,60,66,48,271,70,50,37,48,66,401,91,94,77,66,73,339,68,71,84,67,49,284,66,68,55,54,41,65,205,65,72,68,56,11,13,14,12,6,1851,414,1,93,54,59,69,68
R. Yılmaz LB,21,73,82,"Rangers
2022 ~ 2027",252208,"174cm / 5'9""",60kg / 132lbs,Left,73,LB,9,€6.5M,€26K,€13M,291,74,43,55,68,51,316,73,70,41,63,69,414,88,83,90,69,84,313,64,76,75,48,50,297,66,71,68,50,42,64,201,68,69,64,58,11,12,9,13,13,1890,399,1,85,50,64,73,67
A. Aouchiche LM CAM CM,19,71,78,"Lorient
2022 ~ 2026",253102,"181cm / 5'11""",72kg / 159lbs,Right,73,CAM,7,€3.6M,€7K,€7.9M,305,67,62,54,74,48,355,73,71,67,70,74,348,69,68,74,69,68,321,70,65,60,61,65,293,47,50,68,73,55,72,169,60,57,52,46,8,9,14,8,7,1837,389,1,68,63,71,73,56
A. Kalimuendo ST,20,76,82,"Rennes
2022 ~ 2027",253444,"175cm / 5'9""",79kg / 174lbs,Right,78,ST,6,€12M,€34K,€25.2M,340,51,77,72,65,75,323,76,67,55,48,77,398,83,80,75,75,85,336,76,57,58,72,73,294,64,23,78,63,66,76,70,32,21,17,52,9,12,9,14,8,1813,387,1,81,75,59,77,29
M. Arezo ST,19,72,82,"Peñarol
2023 ~ 2026",254653,"175cm / 5'9""",76kg / 168lbs,Right,74,ST,10,€5M,€500,€12M,333,59,74,66,65,69,311,69,58,60,49,75,361,75,62,72,75,77,346,78,74,60,62,72,323,59,49,74,67,74,63,115,28,44,43,45,8,6,12,10,9,1834,379,1,68,74,61,72,42
S. Pavlović CB,21,73,82,"Salzburg
2022 ~ 2027",254840,"194cm / 6'4""",84kg / 185lbs,Left,75,CB,9,€6.5M,€14K,€11.1M,253,53,43,72,60,25,266,63,39,38,58,68,285,59,69,43,72,42,300,56,59,63,86,36,256,78,70,34,31,43,68,218,71,73,74,57,12,14,8,10,13,1635,369,1,65,43,50,62,72
D. Dike ST,22,71,80,"West Bromwich Albion
2022 ~ 2026",255043,"188cm / 6'2""",100kg / 220lbs,Right,73,ST,9,€4.2M,€21K,€8.8M,285,30,71,75,62,47,242,64,33,40,39,66,301,62,73,53,67,46,380,86,72,62,96,64,253,57,15,66,50,65,52,40,15,15,10,59,11,9,15,11,13,1560,348,1,68,71,47,62,21
S. Hezze CDM CM,20,74,83,"Huracán
2020 ~ 2024",255971,"182cm / 6'0""",77kg / 170lbs,Right,75,CDM,9,€8.5M,€9K,€14.5M,286,53,50,70,78,35,301,68,48,40,74,71,345,70,65,70,73,67,348,64,70,84,74,56,324,71,70,65,72,46,62,209,68,75,66,56,8,13,14,14,7,1869,405,1,67,54,68,69,71
A. Truffert LB,20,76,84,"Rennes
2019 ~ 2025",256769,"176cm / 5'9""",70kg / 154lbs,Left,77,LWB,8,€15.5M,€27K,€32.6M,314,77,52,59,72,54,338,75,66,53,70,74,368,74,77,71,71,75,329,63,71,79,65,51,330,67,72,71,66,54,68,224,71,77,76,32,6,6,6,6,8,1935,416,1,76,55,70,74,72
22 Fernandinho CDM,36,81,81,"Manchester City
2013 ~ 2022",135507,"179cm / 5'10""",67kg / 148lbs,Right,81,CDM,0,€5M,€86K,€9.3M,356,68,66,70,82,70,375,76,68,71,79,81,345,66,52,68,82,77,378,82,84,62,75,75,361,84,82,69,65,61,80,245,84,82,79,48,12,11,5,13,7,2108,435,3,58,71,74,77,81
B. Foster GK,39,73,73,"Wrexham
2023 ~ 2023",163155,"193cm / 6'4""",90kg / 198lbs,Left,73,GK,0,€350K,€500,€753K,86,15,18,14,25,14,118,14,15,17,47,25,221,38,35,39,67,42,211,51,69,22,55,14,133,15,16,14,47,41,63,48,19,15,14,360,74,72,68,71,75,1177,397,2,74,72,68,75,37
A. Candreva RM CM CF,35,80,80,"Salernitana
Jun 30, 2023 On loan",173221,"180cm / 5'11""",70kg / 154lbs,Right,80,RM,0,€8.5M,€20K,€0,369,79,74,55,82,79,394,81,77,73,80,83,374,73,67,79,75,80,339,88,34,79,55,83,362,66,67,80,80,69,73,178,62,63,53,46,10,4,14,4,14,2062,434,3,70,79,80,81,62
E. Džeko ST,36,83,83,"Inter
2021 ~ 2023",180930,"193cm / 6'4""",80kg / 176lbs,Right,83,ST,0,€12.5M,€72K,€21.3M,392,63,87,87,76,79,356,77,65,54,76,84,327,61,65,62,84,55,382,86,64,69,86,77,335,58,50,86,74,67,87,98,54,28,16,63,9,11,13,15,15,1953,414,3,63,83,71,77,45
W. Szczęsny GK,32,86,86,"Juventus
2017 ~ 2024",186153,"195cm / 6'5""",90kg / 198lbs,Right,86,GK,0,€33.5M,€125K,€57M,86,12,12,16,32,14,99,11,16,14,36,22,286,51,47,55,82,51,250,55,71,45,65,14,135,40,15,14,48,18,65,45,20,13,12,415,86,83,73,86,87,1316,464,3,86,83,73,87,49
M. Balotelli ST,31,76,76,"Sion
2022 ~ 2024",186627,"190cm / 6'3""",94kg / 207lbs,Right,76,ST,0,€6.5M,€28K,€9.4M,369,64,79,72,76,78,380,78,76,80,66,80,311,66,66,68,62,49,388,86,72,59,91,80,342,73,30,74,74,91,80,52,10,22,20,12,2,2,2,4,2,1854,397,4,66,81,72,75,25
Thiago CM,31,85,85,"Liverpool
2020 ~ 2024",189509,"174cm / 5'9""",70kg / 154lbs,Right,85,CM,0,€44M,€165K,€81.4M,371,78,68,54,90,81,429,89,84,77,88,91,384,69,55,90,80,90,368,75,86,74,60,73,397,80,81,74,87,75,88,217,68,75,74,46,6,11,7,9,13,2212,449,3,61,72,86,89,72
Parejo CM CDM,33,86,86,"Villarreal
2020 ~ 2024",189513,"182cm / 6'0""",74kg / 163lbs,Right,86,CM,0,€42M,€64K,€88.2M,394,86,83,61,92,72,435,81,88,90,90,86,321,55,52,63,79,72,365,81,50,76,70,88,398,59,80,81,90,88,85,216,72,73,71,48,5,9,12,14,8,2177,447,2,53,83,90,80,73
M. Götze CAM CF LM,30,82,82,"Eintracht Frankfurt
2022 ~ 2025",192318,"176cm / 5'9""",72kg / 159lbs,Right,82,CAM,0,€29.5M,€41K,€50.2M,372,80,75,47,86,84,405,83,81,72,81,88,372,68,62,78,81,83,353,75,58,85,67,68,369,59,65,81,86,78,87,159,64,42,53,49,14,7,12,6,10,2079,431,4,65,75,83,84,55
Kike García ST,32,75,75,"Osasuna
2021 ~ 2024",192678,"186cm / 6'1""",79kg / 174lbs,Right,75,ST,0,€4.6M,€27K,€9.7M,363,56,77,78,76,76,306,75,42,60,53,76,296,58,55,62,75,46,366,77,74,61,79,75,341,71,52,81,67,70,80,100,45,34,21,50,7,9,8,13,13,1822,386,1,56,76,64,73,44
K. Navas GK,35,86,86,"Nottingham Forest
Jun 30, 2023 On loan",193041,"185cm / 6'1""",80kg / 176lbs,Right,86,GK,0,€7.5M,€65K,€0,88,11,15,11,40,11,127,24,21,15,37,30,308,54,53,60,80,61,253,56,70,39,75,13,159,32,22,16,64,25,63,56,28,14,14,414,87,81,75,84,87,1405,468,3,87,81,75,87,54
A. Townsend RM,30,74,74,"Everton
2021 ~ 2023",194932,"175cm / 5'9""",73kg / 161lbs,Left,74,RM,0,€4.1M,€33K,€7.8M,340,78,67,48,75,72,383,78,80,78,70,77,366,74,68,77,70,77,313,83,44,48,62,76,336,76,37,73,74,76,72,110,41,35,34,59,13,11,11,11,13,1907,394,2,71,73,75,77,38
Luis Alberto CM,29,84,84,"Lazio
2016 ~ 2025",198706,"183cm / 6'0""",74kg / 163lbs,Right,84,CM,0,€41M,€81K,€69.7M,359,69,75,49,90,76,426,83,86,79,88,90,378,72,67,77,79,83,348,82,53,69,64,80,316,29,64,76,91,56,80,188,63,66,59,43,6,8,6,12,11,2058,435,2,69,77,85,84,62
Nacho Fernández CB LB RB,32,82,82,"Real Madrid
2010 ~ 2023",200724,"180cm / 5'11""",76kg / 168lbs,Right,82,CB,0,€20M,€155K,€41M,303,70,32,79,84,38,301,64,55,37,67,78,369,69,79,65,81,75,325,54,84,80,79,28,298,80,83,37,53,45,75,247,83,83,81,51,12,7,10,15,7,1894,413,2,75,37,69,70,82
R. Varane CB,29,85,85,"Manchester United
2021 ~ 2025",201535,"191cm / 6'3""",81kg / 179lbs,Right,85,CB,0,€45M,€170K,€85.5M,293,42,46,85,78,42,311,61,46,52,76,76,347,77,83,62,86,39,336,52,80,65,86,53,320,78,85,55,59,43,82,258,88,87,83,50,11,11,9,5,14,1915,425,3,80,49,64,67,86
J. Draxler LM CAM,28,77,77,"Benfica
Jun 30, 2023 On loan",202166,"185cm / 6'1""",77kg / 170lbs,Right,77,LM,0,€10.5M,€69K,€0,367,74,72,64,80,77,394,81,77,76,76,84,364,74,70,74,73,73,361,80,73,64,66,78,335,56,66,72,76,65,81,156,48,64,44,50,11,13,5,13,8,2027,426,3,72,75,77,80,58
E. Martínez GK,29,85,85,"Aston Villa
2020 ~ 2027",202811,"195cm / 6'5""",88kg / 194lbs,Right,85,GK,0,€37M,€105K,€70.3M,134,22,16,26,57,13,156,17,22,20,59,38,296,59,57,49,82,49,248,62,60,40,70,16,170,37,13,12,66,42,62,51,11,20,20,417,83,83,82,84,85,1472,475,3,83,83,82,85,58
H. Maguire CB,29,80,80,"Manchester United
2019 ~ 2024",203263,"193cm / 6'4""",100kg / 220lbs,Right,80,CB,0,€17.5M,€110K,€33.3M,311,51,48,85,78,49,321,68,57,46,77,73,240,44,52,36,75,33,377,82,87,66,90,52,360,84,80,61,67,68,75,229,76,80,73,62,14,16,9,14,9,1900,400,3,48,57,68,65,79
M. van Buren ST RW,29,72,72,"Slavia Praha
2016 ~ 2023",204506,"184cm / 6'0""",73kg / 161lbs,Right,72,ST,0,€2.3M,€1K,€5.1M,342,62,74,70,66,70,332,71,64,60,61,76,358,72,76,69,69,72,374,71,81,75,73,74,313,70,34,74,66,69,73,92,35,28,29,57,12,9,12,11,13,1868,392,1,74,73,64,72,36
Kepa GK,27,81,84,"Chelsea
2018 ~ 2025",206585,"189cm / 6'2""",85kg / 187lbs,Right,81,GK,3,€25.5M,€86K,€50.4M,132,25,11,18,60,18,153,15,25,19,60,34,218,34,33,41,71,39,237,64,71,37,51,14,139,18,21,15,61,24,63,53,19,18,16,405,80,78,85,78,84,1337,439,2,80,78,85,84,34
S. March RM,27,79,79,"Brighton & Hove Albion
2013 ~ 2026",206594,"180cm / 5'11""",77kg / 170lbs,Left,79,RM,0,€18.5M,€71K,€35.2M,330,79,69,48,78,56,375,83,76,67,70,79,379,77,75,75,75,77,331,74,46,78,60,73,337,58,69,78,77,55,79,203,70,68,65,55,9,11,7,13,15,2010,432,1,76,70,76,80,67
P. Mpanzu CM CDM,28,71,71,"Luton Town
2014 ~ 2024",207956,"175cm / 5'9""",74kg / 163lbs,Right,72,RWB,0,€1.9M,€23K,€3.6M,316,63,60,69,72,52,296,73,43,41,68,71,381,80,78,72,69,82,388,75,76,88,84,65,317,68,70,68,67,44,70,203,65,70,68,63,16,7,14,15,11,1964,429,1,79,63,66,72,68
H. Çalhanoğlu CM CDM,28,84,84,"Inter
2021 ~ 2024",208128,"178cm / 5'10""",76kg / 168lbs,Right,84,CM,0,€42M,€100K,€71.4M,368,78,75,53,88,74,427,85,85,85,84,88,380,72,62,83,84,79,353,86,45,80,55,87,393,76,76,74,86,81,85,209,74,70,65,50,9,14,11,6,10,2180,452,3,67,80,85,85,70
Andreas Pereira CAM RM,26,77,78,"Fulham
2022 ~ 2026",208450,"177cm / 5'10""",70kg / 154lbs,Right,78,CAM,1,€12.5M,€55K,€24.7M,356,82,70,56,76,72,398,79,84,81,76,78,385,78,76,79,75,77,366,84,65,78,60,79,377,80,70,75,78,74,71,196,67,66,63,53,15,14,7,10,7,2131,443,1,77,75,78,78,66
A. Rabiot CM LM,27,82,82,"Juventus
2019 ~ 2023",210008,"191cm / 6'3""",80kg / 176lbs,Left,82,CM,0,€32M,€120K,€54.4M,377,73,70,79,83,72,375,79,71,59,83,83,374,75,79,69,82,69,413,86,79,87,83,78,390,81,83,79,78,69,82,243,80,83,80,52,9,12,9,7,15,2224,473,2,77,75,78,79,81
Grimaldo LB,26,83,84,"Benfica
2016 ~ 2023",210035,"171cm / 5'7""",67kg / 148lbs,Left,83,LB,1,€39M,€21K,€80.9M,352,83,59,66,83,61,416,84,87,83,79,83,426,86,87,84,83,86,381,82,64,90,63,82,359,69,79,77,80,54,83,229,75,78,76,50,7,13,10,7,13,2213,469,3,87,69,82,84,76
